document_type,record_ipno
ITF,72000752
ITF,52000753
NAR,52000502
ITF,63000164
NAR,52000263
ITF,63000324
ITF,72000138
NAR,40000285
NAR,72000767
NAR,40000535
NAR,63000208
ITF,76000130
NAR,72000870
NAR,52000341
NAR,40000051
ITF,72000841
ITF,72000059
NAR,52000517
ITF,52000483
NAR,40000337
NAR,40000086
NAR,52000322
ITF,40000133
NAR,52000597
ITF,52000341
NAR,63000199
NAR,72000816
NAR,63000077
ITF,72000076
NAR,76000097
ITF,72000604
ITF,40000642
NAR,52000373
ITF,52000142
ITF,63000094
NAR,72000057
ITF,63000136
ITF,76000218
NAR,63000174
ITF,52000703
ITF,40000190
NAR,72000138
ITF,72000252
ITF,40000379
NAR,72000873
ITF,52000632
NAR,40000181
NAR,52000296
ITF,40000614
ITF,40000484
NAR,72001018
ITF,40000150
ITF,40000538
NAR,63000267
ITF,63000068
ITF,72000176
ITF,76000194
ITF,40000525
ITF,76000381
NAR,63000070
ITF,52000477
NAR,76000393
NAR,40000062
NAR,76000019
ITF,52000368
NAR,52000698
ITF,76000254
ITF,40000654
NAR,53000096
NAR,72000035
ITF,40000408
ITF,40000146
NAR,72000763
NAR,63000148
NAR,52000079
NAR,52000714
ITF,40000493
ITF,52000400
ITF,72000820
ITF,76000031
ITF,63000069
ITF,52000687
NAR,52000583
NAR,72000403
ITF,52000610
ITF,40000173
ITF,76000093
ITF,76000258
ITF,72000235
ITF,40000566
NAR,63000089
ITF,40000165
ITF,76000045
NAR,76000069
NAR,72000607
ITF,40000609
NAR,76000043
NAR,72000854
ITF,63000143
ITF,52000504
NAR,40000119
NAR,72000127
ITF,52000282
NAR,52000226
ITF,40000078
ITF,76000229
NAR,52000049
NAR,40000087
ITF,76000365
ITF,40000328
NAR,40000178
ITF,72000095
ITF,40000216
NAR,63000201
ITF,40000633
NAR,40000221
NAR,72000159
ITF,52000756
NAR,76000011
NAR,52000094
ITF,72000761
NAR,52000133
ITF,40000534
ITF,40000397
NAR,76000180
ITF,72000134
NAR,63000228
ITF,40000458
ITF,76000387
NAR,72000238
ITF,63000022
NAR,63000074
ITF,72000332
NAR,72000022
ITF,72000824
ITF,76000253
NAR,63000140
ITF,76000263
NAR,63000364
ITF,40000086
NAR,53000017
NAR,52000521
NAR,52000660
NAR,53000032
NAR,52000065
NAR,72001000
ITF,52000001
NAR,52000172
ITF,40000297
ITF,40000210
ITF,63000475
NAR,76000124
NAR,72000117
NAR,52000726
ITF,52000635
ITF,72000311
NAR,53000108
NAR,76000230
NAR,52000492
NAR,72001033
ITF,72000712
NAR,72001044
NAR,72000018
NAR,40000275
ITF,72000833
NAR,76000245
ITF,52000320
ITF,40000626
ITF,63000018
ITF,72001045
NAR,52000547
NAR,76000130
ITF,72000230
ITF,40000418
NAR,52000542
NAR,76000165
NAR,76000039
ITF,52000486
ITF,76000095
ITF,76000290
ITF,52000493
NAR,52000507
NAR,40000442
ITF,72000069
ITF,40000660
NAR,63000310
ITF,52000567
ITF,76000102
ITF,52000701
NAR,76000029
ITF,52000692
NAR,52000579
ITF,72000270
ITF,40000434
NAR,52000204
ITF,76000377
ITF,40000542
NAR,72000241
NAR,40000305
ITF,72000326
ITF,76000275
NAR,63000142
ITF,76000341
ITF,63000021
ITF,40000338
ITF,52000312
ITF,72000177
NAR,52000039
ITF,52000476
NAR,72000675
NAR,63000114
ITF,40000094
NAR,63000246
NAR,52000413
NAR,72000042
NAR,53000121
NAR,40000335
ITF,52000513
NAR,63000069
NAR,52000416
ITF,72000840
ITF,52000407
ITF,72001014
NAR,52000281
NAR,52000156
ITF,40000584
NAR,52000756
ITF,40000293
ITF,52000505
NAR,63000153
NAR,52000623
NAR,52000357
NAR,40000058
ITF,40000498
ITF,72000028
NAR,40000009
ITF,40000006
NAR,52000024
ITF,40000217
NAR,76000103
ITF,63000223
ITF,72000269
ITF,76000411
NAR,52000450
NAR,40000344
ITF,52000726
ITF,72000691
ITF,40000403
NAR,63000230
NAR,52000682
NAR,76000205
NAR,63000238
NAR,63000115
NAR,72000234
ITF,63000133
ITF,76000080
NAR,72000122
ITF,72000182
ITF,63000220
NAR,72000202
NAR,76000079
ITF,40000545
ITF,72000315
ITF,52000241
NAR,53000080
NAR,76000266
NAR,63000165
NAR,40000472
NAR,40000014
NAR,52000604
ITF,63000098
ITF,40000157
ITF,40000097
ITF,63000186
NAR,63000079
ITF,72000042
ITF,63000249
ITF,63000015
NAR,63000093
NAR,40000470
ITF,40000178
ITF,72000108
ITF,63000447
NAR,76000190
NAR,52000553
ITF,40000251
NAR,76000163
ITF,76000135
ITF,52000627
NAR,52000329
ITF,52000347
ITF,40000499
ITF,76000370
ITF,63000004
ITF,76000043
NAR,40000054
NAR,76000178
ITF,52000595
ITF,40000613
NAR,63000068
ITF,52000373
ITF,72000864
NAR,53000077
NAR,52000451
NAR,72000106
ITF,63000061
NAR,40000262
ITF,76000182
NAR,72000207
ITF,52000042
NAR,52000605
ITF,63000532
NAR,53000053
NAR,52000332
NAR,40000503
ITF,72000198
ITF,63000316
ITF,52000719
NAR,52000454
ITF,76000336
ITF,63000273
NAR,52000169
NAR,72000197
ITF,40000502
NAR,40000627
ITF,76000345
ITF,76000049
ITF,40000101
NAR,63000099
NAR,40000501
ITF,52000067
ITF,76000018
ITF,40000298
ITF,63000469
ITF,40000370
NAR,72000579
NAR,76000042
NAR,72000112
ITF,72000056
NAR,63000073
ITF,72000193
ITF,72000262
ITF,40000519
ITF,72000017
NAR,72000104
ITF,72000743
ITF,72000143
NAR,52000244
NAR,72000657
ITF,72000158
ITF,40000532
ITF,63000252
ITF,52000560
NAR,40000400
NAR,76000391
NAR,40000242
NAR,40000321
NAR,72000304
ITF,40000057
NAR,52000262
NAR,63000034
NAR,40000211
ITF,63000083
ITF,52000126
ITF,52000761
NAR,52000302
NAR,52000537
NAR,40000308
ITF,72000263
NAR,52000601
NAR,52000499
ITF,63000498
ITF,72000810
NAR,52000408
NAR,41000406
NAR,40000290
NAR,40000127
ITF,40000411
NAR,52000162
NAR,52000575
NAR,52000574
ITF,72000411
ITF,40000322
ITF,76000034
ITF,40000476
ITF,40000369
ITF,63000058
ITF,52000525
NAR,72000043
ITF,72000751
ITF,76000327
ITF,63000480
NAR,52000645
NAR,72000124
NAR,72000835
NAR,52000064
NAR,52000624
ITF,63000289
ITF,76000396
ITF,76000145
ITF,52000463
NAR,40000479
ITF,63000280
NAR,40000269
ITF,72000010
ITF,40000280
NAR,52000201
NAR,72000164
ITF,63000009
NAR,40000578
ITF,40000117
NAR,63000219
NAR,63000051
NAR,52000308
NAR,72000086
ITF,72000085
ITF,63000204
ITF,52000345
ITF,63000115
NAR,40000577
NAR,52000331
ITF,40000001
NAR,40000130
ITF,52000729
ITF,72000886
NAR,52000180
NAR,40000658
NAR,72000328
ITF,72000027
ITF,40000431
ITF,76000404
ITF,52000119
ITF,52000369
ITF,72000859
ITF,63000229
NAR,63000445
ITF,40000240
ITF,72001047
ITF,40000413
ITF,63000053
NAR,52000661
ITF,76000199
NAR,40000057
NAR,63000300
NAR,40000609
ITF,72001015
NAR,40000048
ITF,72000261
NAR,40000451
ITF,76000101
NAR,63000294
ITF,40000404
ITF,72000853
ITF,76000114
NAR,72000877
NAR,52000097
ITF,40000376
NAR,72000586
NAR,72000184
ITF,40000194
ITF,40000514
ITF,63000212
ITF,72000871
ITF,40000577
NAR,40000630
NAR,40000460
ITF,52000540
NAR,63000190
ITF,76000134
ITF,40000184
NAR,72000272
ITF,63000234
ITF,72000823
NAR,52000709
ITF,63000240
ITF,63000001
ITF,52000750
NAR,72000190
ITF,52000021
ITF,63000051
NAR,52000242
NAR,52000721
ITF,72001010
ITF,76000118
ITF,63000073
NAR,72000129
NAR,40000551
NAR,52000620
NAR,72000087
ITF,40000481
NAR,76000206
ITF,72000602
NAR,72000631
ITF,72000136
ITF,63000012
ITF,40000521
NAR,52000544
ITF,40000145
ITF,40000623
NAR,40000332
NAR,72001014
NAR,40000405
ITF,52000705
ITF,40000099
ITF,72000821
ITF,72001296
ITF,40000457
ITF,40000098
ITF,40000602
ITF,40000468
ITF,76000029
ITF,76000124
ITF,76000358
ITF,53000108
ITF,63000277
ITF,40000517
ITF,40000278
NAR,63000308
NAR,72000601
ITF,72000880
NAR,72000135
ITF,52000411
ITF,72000407
NAR,72000005
ITF,52000445
ITF,72000766
ITF,63000500
NAR,52000368
ITF,63000218
NAR,40000238
ITF,40000319
ITF,63000020
ITF,72000188
ITF,52000682
ITF,40000281
ITF,76000349
ITF,40000220
NAR,40000318
NAR,40000516
NAR,63000082
NAR,63000297
ITF,52000160
ITF,40000187
ITF,63000150
ITF,52000579
ITF,52000717
NAR,40000216
NAR,72000255
ITF,63000285
ITF,76000038
NAR,52000510
ITF,52000762
ITF,52000571
NAR,52000678
ITF,63000346
ITF,76000292
NAR,40000428
ITF,52000654
ITF,40000271
ITF,52000181
ITF,76000367
NAR,40000489
NAR,63000268
ITF,63000168
NAR,63000168
ITF,40000513
ITF,52000264
NAR,72000683
ITF,52000212
NAR,40000659
ITF,40000248
NAR,52000387
ITF,76000394
NAR,40000247
ITF,76000273
ITF,72001022
ITF,72000350
NAR,52000163
ITF,63000050
ITF,76000294
NAR,40000300
NAR,52000733
NAR,52000636
ITF,40000406
NAR,72000196
ITF,72001008
ITF,76000347
ITF,40000441
ITF,40000544
ITF,72000295
ITF,72000675
ITF,52000035
NAR,52000004
NAR,52000438
ITF,76000401
ITF,40000556
NAR,52000253
ITF,63000079
NAR,72000871
NAR,76000335
ITF,76000342
ITF,63000461
ITF,40000276
ITF,72000750
ITF,72000868
ITF,63000202
ITF,72000164
NAR,40000231
ITF,72000011
ITF,40000130
ITF,76000158
NAR,63000111
ITF,63000329
NAR,40000628
ITF,52000186
ITF,72000181
ITF,72000765
ITF,72000599
ITF,72000845
NAR,63000061
ITF,40000479
NAR,40000544
NAR,63000004
NAR,76000111
ITF,40000313
ITF,76000205
NAR,52000676
ITF,72000113
ITF,72000286
ITF,53000135
ITF,52000521
ITF,72000195
NAR,40000200
ITF,40000192
NAR,52000330
ITF,76000348
ITF,76000097
ITF,52000562
NAR,63000049
ITF,52000582
ITF,72001054
ITF,63000095
ITF,40000252
NAR,40000626
ITF,72000192
ITF,53000089
ITF,76000041
ITF,52000168
ITF,72000591
ITF,41000310
ITF,52000185
ITF,52000379
ITF,52000584
NAR,63000053
ITF,63000253
NAR,76000016
ITF,72000738
NAR,72000047
ITF,76000232
NAR,40000487
ITF,40000355
ITF,40000437
ITF,76000366
NAR,40000369
NAR,40000071
ITF,52000677
ITF,63000147
NAR,63000147
ITF,40000247
NAR,72000741
NAR,76000146
ITF,76000343
ITF,76000047
ITF,72000754
ITF,52000466
NAR,40000044
ITF,76000117
ITF,52000413
ITF,76000091
ITF,52000617
ITF,40000571
NAR,72000874
ITF,53000069
NAR,72001019
ITF,40000421
ITF,40000262
NAR,40000260
ITF,72000249
ITF,76000222
NAR,53000140
ITF,52000640
ITF,40000195
NAR,72000625
NAR,52000265
ITF,72000319
NAR,52000708
ITF,72000356
ITF,40000368
ITF,52000406
ITF,72000243
ITF,72000290
ITF,40000230
ITF,40000255
NAR,40000461
ITF,40000181
NAR,72000095
ITF,72000102
ITF,40000158
NAR,52000333
ITF,76000340
ITF,40000506
NAR,72000839
NAR,40000124
ITF,52000634
ITF,63000096
ITF,63000099
ITF,40000134
ITF,40000606
NAR,52000091
ITF,52000215
NAR,76000153
NAR,40000607
NAR,52000630
NAR,40000189
ITF,41000021
NAR,72000377
NAR,52000670
ITF,63000326
ITF,40000203
NAR,52000260
ITF,63000539
NAR,63000234
ITF,40000218
ITF,63000207
ITF,52000196
ITF,40000087
ITF,52000535
ITF,63000265
NAR,52000122
NAR,52000036
ITF,40000548
ITF,52000690
NAR,40000568
ITF,52000514
NAR,63000090
NAR,52000651
ITF,72000145
NAR,63000286
ITF,72000022
ITF,76000331
ITF,40000226
ITF,40000569
NAR,63000170
NAR,72000836
ITF,52000367
ITF,52000195
NAR,52000335
ITF,72000592
ITF,52000193
ITF,52000572
ITF,40000366
ITF,40000066
ITF,40000060
ITF,76000321
ITF,40000351
ITF,40000312
ITF,72000220
ITF,63000347
ITF,63000081
NAR,40000409
ITF,76000009
NAR,52000476
ITF,40000108
ITF,40000371
ITF,63000251
NAR,40000533
ITF,76000002
ITF,40000317
NAR,52000406
ITF,40000335
ITF,72000323
NAR,52000696
ITF,52000728
ITF,52000279
ITF,72000601
ITF,76000192
NAR,41000004
ITF,72000112
NAR,52000498
ITF,72000331
NAR,72000307
ITF,72001036
ITF,52000313
ITF,72000337
ITF,52000004
NAR,72000066
NAR,76000201
NAR,53000015
ITF,40000111
ITF,40000177
NAR,40000140
ITF,63000017
ITF,63000478
ITF,40000472
ITF,40000256
ITF,76000077
ITF,52000563
ITF,72000655
ITF,63000091
NAR,40000167
ITF,40000430
ITF,40000360
ITF,63000213
NAR,40000360
ITF,72001020
ITF,63000177
ITF,40000026
ITF,52000573
ITF,76000285
ITF,52000652
NAR,40000169
ITF,40000260
ITF,40000530
ITF,76000320
NAR,53000111
ITF,72001019
ITF,76000224
ITF,52000043
ITF,40000386
ITF,40000265
ITF,72000335
NAR,72000823
NAR,52000127
ITF,40000304
ITF,52000420
ITF,52000676
NAR,40000157
ITF,72001060
ITF,63000493
ITF,72000631
NAR,76000128
ITF,72000030
ITF,76000378
ITF,72001004
ITF,76000385
NAR,52000219
ITF,40000554
ITF,52000670
ITF,52000091
NAR,76000087
ITF,76000089
NAR,52000543
NAR,72000183
ITF,63000297
NAR,40000622
ITF,76000279
ITF,63000129
ITF,52000175
NAR,40000295
ITF,72000257
ITF,40000424
ITF,63000182
ITF,52000516
ITF,40000550
ITF,52000300
NAR,40000204
ITF,40000211
NAR,72001047
ITF,63000128
ITF,40000286
ITF,72000412
ITF,63000337
ITF,72000284
ITF,40000617
ITF,72000127
ITF,40000161
ITF,72000125
ITF,72000813
ITF,40000438
NAR,52000614
ITF,76000056
ITF,63000183
ITF,76000239
ITF,40000018
ITF,52000741
ITF,76000157
ITF,76000410
ITF,72000273
ITF,40000012
ITF,40000171
ITF,63000165
ITF,40000176
ITF,63000215
ITF,52000487
ITF,72000855
NAR,40000536
NAR,72000025
ITF,72000135
ITF,72000096
ITF,72000598
NAR,63000217
ITF,40000361
ITF,53000081
ITF,63000230
ITF,72000161
ITF,76000010
ITF,52000273
ITF,72000708
ITF,72000830
ITF,52000398
ITF,72001026
ITF,52000547
ITF,40000407
ITF,63000097
ITF,72001042
ITF,40000164
ITF,52000248
ITF,76000363
NAR,72000289
NAR,40000291
ITF,40000353
ITF,72000314
ITF,72000271
NAR,52000723
NAR,63000480
ITF,52000736
ITF,52000323
ITF,52000432
ITF,72000240
ITF,40000600
ITF,72000184
ITF,52000479
NAR,72000147
NAR,72000257
ITF,40000095
ITF,76000241
NAR,76000310
ITF,52000399
ITF,63000052
ITF,72000388
NAR,52000513
ITF,76000397
NAR,40000120
ITF,40000575
ITF,63000241
NAR,40000351
ITF,72000139
ITF,40000639
ITF,52000646
ITF,76000048
ITF,52000566
ITF,40000258
ITF,52000742
NAR,72000091
ITF,52000759
ITF,40000249
ITF,53000104
NAR,52000257
ITF,40000462
ITF,52000454
ITF,40000010
ITF,63000198
ITF,52000734
ITF,76000266
ITF,40000433
ITF,72000157
ITF,53000109
ITF,72000628
ITF,52000638
ITF,40000435
ITF,53000103
ITF,52000619
ITF,40000427
NAR,40000359
ITF,63000024
ITF,52000746
NAR,40000345
ITF,63000047
NAR,40000033
ITF,76000316
ITF,76000190
ITF,52000417
ITF,40000051
ITF,40000647
ITF,52000245
NAR,72000213
ITF,40000646
NAR,72000288
ITF,72001058
NAR,72001480
ITF,63000187
ITF,40000459
ITF,76000067
ITF,52000286
ITF,72000418
ITF,52000754
ITF,63000293
ITF,76000165
ITF,76000151
ITF,63000208
ITF,76000305
ITF,63000060
ITF,40000409
ITF,72000316
ITF,76000390
ITF,40000610
ITF,63000243
ITF,40000603
ITF,52000324
ITF,63000116
ITF,40000056
ITF,52000218
ITF,72000255
ITF,76000339
ITF,40000137
NAR,52000432
ITF,53000116
NAR,40000562
ITF,76000115
NAR,63000172
ITF,63000504
ITF,40000307
ITF,52000444
ITF,40000653
ITF,40000242
ITF,52000217
ITF,72000086
ITF,76000001
ITF,76000276
ITF,72000101
NAR,52000327
ITF,72001063
ITF,63000411
ITF,40000049
ITF,40000237
ITF,72000232
ITF,72000862
ITF,52000593
ITF,40000096
ITF,76000011
ITF,52000669
ITF,52000574
ITF,40000560
ITF,72001003
ITF,40000324
ITF,40000452
ITF,40000594
NAR,76000152
NAR,72000227
ITF,40000604
ITF,76000057
ITF,63000341
ITF,63000139
NAR,72000290
ITF,52000589
ITF,76000131
ITF,63000036
NAR,72000773
ITF,52000307
ITF,63000195
ITF,72000025
NAR,40000543
NAR,76000122
NAR,63000215
ITF,52000294
NAR,72000417
ITF,76000026
ITF,52000740
ITF,53000093
ITF,40000501
ITF,52000685
NAR,63000235
ITF,40000007
ITF,63000196
NAR,76000129
ITF,52000255
ITF,63000464
NAR,72000321
ITF,72000033
ITF,52000396
ITF,72000120
ITF,63000250
NAR,76000010
ITF,72000298
ITF,72000585
ITF,52000062
ITF,63000152
ITF,52000292
ITF,72001218
ITF,40000644
ITF,72000196
ITF,72000882
ITF,72000847
ITF,72000274
ITF,72000827
ITF,40000391
NAR,40000524
ITF,72000341
ITF,40000590
ITF,72000110
ITF,40000572
ITF,72000130
ITF,40000631
NAR,52000713
ITF,72000023
ITF,40000630
ITF,72000093
ITF,52000720
ITF,72000031
ITF,53000055
NAR,72000320
ITF,76000169
ITF,72000207
ITF,40000002
ITF,72000199
ITF,76000105
NAR,76000004
ITF,63000080
NAR,40000134
ITF,72000667
ITF,63000038
NAR,52000610
ITF,40000586
ITF,40000254
NAR,40000284
NAR,40000538
ITF,52000766
ITF,52000723
ITF,52000478
ITF,52000143
ITF,53000062
NAR,40000606
NAR,53000042
ITF,76000383
ITF,76000231
NAR,76000093
ITF,52000590
ITF,63000023
ITF,40000451
ITF,76000073
ITF,72000159
ITF,72000216
ITF,40000505
ITF,40000611
NAR,40000277
ITF,63000232
ITF,63000258
ITF,63000108
ITF,40000625
ITF,76000225
ITF,63000261
ITF,76000287
ITF,40000070
ITF,72000389
ITF,76000032
ITF,72000171
ITF,40000202
ITF,63000176
ITF,72000883
ITF,63000405
ITF,63000008
NAR,52000303
ITF,63000085
NAR,63000287
ITF,52000336
ITF,63000308
ITF,52000267
ITF,76000277
ITF,63000057
ITF,76000123
ITF,52000301
ITF,63000222
ITF,63000459
ITF,40000615
ITF,40000061
ITF,40000612
ITF,72000234
ITF,52000657
ITF,63000226
ITF,40000200
ITF,40000648
ITF,72000807
ITF,72000393
ITF,72000256
NAR,63000216
ITF,52000414
NAR,52000080
ITF,72000359
ITF,40000485
ITF,40000651
NAR,76000258
ITF,40000393
ITF,63000502
ITF,63000124
ITF,40000350
ITF,40000212
ITF,52000770
ITF,53000077
ITF,76000264
NAR,40000507
NAR,52000609
ITF,72000826
ITF,40000142
ITF,52000441
ITF,76000203
ITF,76000092
NAR,52000538
NAR,40000063
ITF,52000063
ITF,63000184
ITF,63000138
ITF,40000416
ITF,40000163
ITF,40000414
ITF,76000250
ITF,52000391
ITF,72000133
NAR,40000245
ITF,76000137
NAR,72000296
ITF,52000629
ITF,63000104
ITF,40000373
NAR,63000251
ITF,72000039
ITF,52000755
ITF,76000267
ITF,52000277
ITF,63000287
ITF,63000181
ITF,52000655
ITF,63000479
ITF,40000585
ITF,40000169
ITF,72000055
ITF,63000084
ITF,40000632
ITF,53000098
ITF,76000362
ITF,76000296
ITF,72000251
ITF,53000078
ITF,72000685
ITF,53000106
ITF,72000098
ITF,52000371
ITF,63000064
ITF,41000003
ITF,72000293
ITF,52000745
ITF,52000470
NAR,40000450
NAR,52000436
ITF,76000126
ITF,76000314
ITF,76000120
ITF,40000326
ITF,63000039
ITF,76000086
NAR,40000254
ITF,63000123
NAR,76000009
ITF,76000247
ITF,52000270
ITF,72000858
ITF,52000240
ITF,72000248
ITF,63000270
ITF,72000169
ITF,76000280
ITF,63000292
NAR,40000194
ITF,40000189
ITF,40000339
ITF,40000423
ITF,76000051
ITF,76000398
ITF,63000388
ITF,40000139
ITF,76000008
ITF,40000662
ITF,72000124
ITF,40000464
ITF,40000340
ITF,40000075
ITF,76000408
ITF,52000424
ITF,72000296
ITF,76000128
NAR,76000179
NAR,76000123
NAR,63000276
ITF,72000094
ITF,40000143
ITF,72001021
ITF,76000323
ITF,40000320
ITF,52000508
ITF,76000094
ITF,40000140
ITF,76000138
ITF,52000708
ITF,63000319
ITF,72000313
ITF,40000657
ITF,76000196
ITF,72000579
ITF,63000533
ITF,53000111
ITF,72001059
ITF,63000082
ITF,63000499
ITF,40000490
ITF,40000557
ITF,76000020
ITF,72000009
ITF,40000162
ITF,40000475
ITF,76000215
ITF,63000011
ITF,76000030
ITF,52000605
ITF,52000551
ITF,40000136
ITF,72000283
ITF,76000269
ITF,63000467
ITF,52000429
ITF,63000013
ITF,40000456
ITF,72000848
ITF,72000686
ITF,76000193
ITF,72000189
ITF,41000002
ITF,52000501
ITF,63000328
NAR,52000404
ITF,40000527
ITF,76000324
ITF,63000266
ITF,76000208
ITF,72000842
ITF,63000282
ITF,40000500
ITF,72000660
ITF,63000027
ITF,52000651
ITF,52000565
ITF,52000070
ITF,76000402
ITF,63000016
ITF,76000141
ITF,52000512
ITF,72000122
ITF,52000691
ITF,76000019
ITF,72001000
ITF,40000045
ITF,40000419
ITF,63000519
ITF,40000310
ITF,40000042
ITF,52000722
ITF,40000079
ITF,76000081
ITF,40000420
ITF,40000533
ITF,72000226
ITF,40000656
ITF,72000117
ITF,40000561
ITF,72000884
ITF,40000655
ITF,40000563
ITF,76000185
ITF,72001044
ITF,72000605
ITF,72000279
ITF,63000235
ITF,63000413
ITF,40000507
ITF,72000245
ITF,40000549
ITF,63000045
ITF,40000444
ITF,40000446
ITF,72000142
ITF,40000568
ITF,40000058
ITF,76000382
